Date,Strategy
2020-10-05,23196.451489813517
2020-10-06,22951.2904195589
2020-10-07,23119.868644598366
2020-10-08,23222.263488481163
2020-10-09,23177.45096412206
2020-10-12,23351.600305375618
2020-10-13,23232.651454351857
2020-10-14,23260.293615801216
2020-10-15,23334.837558575957
2020-10-16,23102.661078642912
2020-10-19,22798.38093979461
2020-10-20,22846.210486566943
2020-10-21,22650.843862922826
2020-10-22,22886.69044122172
2020-10-23,22899.843966941306
2020-10-26,22555.404480248428
2020-10-27,22515.876288131556
2020-10-28,22030.88036955851
2020-10-29,22032.36681793189
2020-10-30,21971.515125969585
2020-11-02,22167.451185973532
2020-11-03,22354.862841880094
2020-11-04,22556.03335954471
2020-11-05,23034.73601241159
2020-11-06,22769.28362304669
2020-11-09,23731.321012628425
2020-11-10,23889.97360541861
2020-11-11,23931.992392204178
2020-11-12,23739.994178233042
2020-11-13,24111.369301343926
2020-11-16,24734.32631870645
2020-11-17,24848.606698180458
2020-11-18,24546.58179734055
2020-11-19,24777.944476501394
2020-11-20,24756.728694452842
2020-11-23,25351.140809350694
2020-11-24,25813.94610906849
2020-11-25,25571.866642372195
2020-11-27,25571.19569609222
2020-11-30,25060.10032438404
2020-12-01,25057.753691619706
2020-12-02,25273.39290611462
2020-12-03,25446.140445612735
2020-12-04,25872.83178028943
2020-12-07,25756.474902800855
2020-12-08,25958.906650248693
2020-12-09,25843.433474174006
2020-12-10,26212.097033109523
2020-12-11,26120.833055005125
2020-12-14,25767.497611059847
2020-12-15,26035.740618787015
2020-12-16,26003.91006006176
2020-12-17,25994.836840175227
2020-12-18,25787.992660985656
2020-12-21,25630.975891823087
2020-12-22,25547.699195778107
2020-12-23,25664.858926950717
2020-12-24,25691.51887025058
2020-12-28,25696.643481839277
2020-12-29,25602.185495016158
2020-12-30,25783.932962225404
2020-12-31,25734.000389632874
2021-01-04,25660.380472013283
2021-01-05,26060.610094762327
2021-01-06,26096.766425689602
2021-01-07,26302.932030455817
2021-01-08,26279.51129634706
2021-01-11,26355.01213057307
2021-01-12,26685.362615572707
2021-01-13,26738.378695153908
2021-01-14,26887.08547558306
2021-01-15,26467.758352250607
2021-01-19,26769.647452708316
2021-01-20,26947.504155437637
2021-01-21,26608.272586681785
2021-01-22,26556.265758577232
2021-01-25,26611.059347274047
2021-01-26,26378.660515916406
2021-01-27,26127.66354091216
2021-01-28,26223.001197004593
2021-01-29,25701.566434460532
2021-02-01,25935.50184380887
2021-02-02,26063.291181107168
2021-02-03,26362.808742768684
2021-02-04,26514.111717379186
2021-02-05,26532.587149854287
2021-02-08,27047.45028348224
2021-02-09,26940.678887200436
2021-02-10,27177.823871577722
2021-02-11,27016.205196469513
2021-02-12,27072.162145146383
2021-02-16,27137.029355169045
2021-02-17,27295.398057209586
2021-02-18,27003.953259609236
2021-02-19,27041.79882822859
2021-02-22,27194.94334145866
2021-02-23,27310.765019875438
2021-02-24,27693.3311057151
2021-02-25,27092.220281054386
2021-02-26,27175.73962815355
2021-03-01,27327.985359660808
2021-03-02,27327.579510338284
2021-03-03,27204.90832635284
2021-03-04,27225.920827828333
2021-03-05,27411.911091922688
2021-03-08,27107.509227073526
2021-03-09,27667.035719403193
2021-03-10,27777.870165239245
2021-03-11,27857.820912970798
2021-03-12,27796.83713711516
2021-03-15,27956.709620160873
2021-03-16,28006.737441484605
2021-03-17,28104.02335181008
2021-03-18,27369.938832546144
2021-03-19,27422.699584438713
2021-03-22,27558.98215279514
2021-03-23,27432.089930604787
2021-03-24,27400.045856436733
2021-03-25,27351.80253697783
2021-03-26,27584.81271017255
2021-03-29,27368.88746929172
2021-03-30,27386.706098072093
2021-03-31,27703.513307346693
2021-04-01,28048.344767649818
2021-04-05,27899.8539001717
2021-04-06,27945.29612771318
2021-04-07,27850.38484219934
2021-04-08,27974.066859878338
2021-04-09,28115.883149962083
2021-04-12,28163.82023737421
2021-04-13,28308.782005618632
2021-04-14,28242.624302093947
2021-04-15,28624.69369408537
2021-04-16,28679.726161928753
2021-04-19,28587.25452899203
2021-04-20,28567.339358684287
2021-04-21,28811.53811314832
2021-04-22,28722.2508528879
2021-04-23,28866.425345666674
2021-04-26,28842.992657960174
2021-04-27,28707.75955641303
2021-04-28,28685.333955330403
2021-04-29,28665.70957148407
2021-04-30,28652.819729608287
2021-05-03,28770.001927522066
2021-05-04,28814.38419763746
2021-05-05,28852.048939472927
2021-05-06,29000.61576906551
2021-05-07,29199.161268161697
2021-05-10,29017.651695383025
2021-05-11,28739.27209016685
2021-05-12,28336.08387380868
2021-05-13,28531.673891031467
2021-05-14,28850.92915817628
2021-05-17,29003.931594210157
2021-05-18,28896.65621261372
2021-05-19,28911.34759528554
2021-05-20,29148.99151506644
2021-05-21,29134.514480160604
2021-05-24,29286.606513759038
2021-05-25,29469.80289263055
2021-05-26,29445.035709867163
2021-05-27,29426.85640797741
2021-05-28,29545.00710059345
2021-06-01,29436.51963429189
2021-06-02,29577.80537975045
2021-06-03,29625.79790994147
2021-06-04,29753.403285551478
2021-06-07,29752.256291377485
2021-06-08,29823.39875571799
2021-06-09,29965.936421245697
2021-06-10,30211.016526719442
2021-06-11,30163.502495801276
2021-06-14,30066.81478418177
2021-06-15,30035.006586486445
2021-06-16,29972.852520711782
2021-06-17,30158.860581841764
2021-06-18,30132.862365173474
2021-06-21,30196.015787297496
2021-06-22,30352.854690905147
2021-06-23,30318.99454880671
2021-06-24,30446.690557112204
2021-06-25,30451.916914421592
2021-06-28,30564.203296862885
2021-06-29,30594.726971240823
2021-06-30,30656.408647931312
2021-07-01,30806.915343487883
2021-07-02,31025.918449503562
2021-07-06,31106.74995542531
2021-07-07,31282.853862865515
2021-07-08,31190.83972916717
2021-07-09,31206.94707587043
2021-07-12,31188.585693737747
2021-07-13,30999.32719094583
2021-07-14,31099.240961074847
2021-07-15,31165.103676313738
2021-07-16,31071.581985790872
2021-07-19,31051.72182618764
2021-07-20,31252.82077975408
2021-07-21,31576.994837959228
2021-07-22,31603.64373061646
2021-07-23,31720.627290513574
2021-07-26,31669.62647721277
2021-07-27,31788.53059923373
2021-07-28,31803.45564493674
2021-07-29,31911.84302036548
2021-07-30,31843.281376154115
2021-08-02,31972.726995711244
2021-08-03,32215.67068123776
2021-08-04,31913.777938152125
2021-08-05,31901.95540097641
2021-08-06,31722.28540893757
2021-08-09,31724.399196175273
2021-08-10,31699.375518929606
2021-08-11,31633.034183927084
2021-08-12,31711.690396600297
2021-08-13,31930.74483338846
2021-08-16,32061.49487653838
2021-08-17,32041.608541683425
2021-08-18,31878.87795193844
